recordid,name,cwid
02iPn000005NqfxIAC,PC127,1087
02iPn000005NqfyIAC,Alcona Health JACE,1951
02iPn000005Nqj3IAC,Meijer 880 MAU,853
02iPn000005Nqj5IAC,Remote Access - WCCT N4 JACE,3030
02iPn000005NqzGIAS,Eau Claire N4 Server,301
02iPn000005NqzHIAS,Lakeland HS JACE 1,3356
02iPn000005Nr2MIAS,GRHV-SW-NC03,885
02iPn000005NrDyIAK,TheCrossroadsLCP07,2831
02iPn000005NrLkIAK,66,729
02iPn000005NrTSIA0,Alpena Hospital AHU 15 JACE 12,616
02iPn000005NrTTIA0,Vykon License - 032,1677
02iPn000005NreRIAS,PC151,1793
02iPn000005NreSIAS,127,2600
02iPn000005NrgGIAS,114,2587
02iPn000005NriKIAS,Ford Campus WB Ford Penthouse JACE-02,2785
02iPn000005NrqMIAS,48,721
02iPn000005Ns02IAC,76,733
02iPn000005Ns1eIAC,Vykon License - 045,1699
02iPn000005Ns4sIAC,PC201,2851
02iPn000005Ns6aIAC,Docking Station - 013,1529
02iPn000005Ns6bIAC,Vykon License - 044,1689
02iPn000005NsGDIA0,CO2/Temp,315
02iPn000005NsGEIA0,CSIGW8777 | 166.254.40.12,649
02iPn000005NsGGIA0,PC145,1502
02iPn000005NsT8IAK,JACE,2115
02iPn000005NsWIIA0,Vykon License - 022,1693
02iPn000005NsZXIA0,JACE_13_AHU_10,349
02iPn000005NsjIIAS,ELE AHU 20.7,1427
02iPn000005NsjJIAS,PC168,1986
02iPn000005NspeIAC,Distech License - 009,1710
02iPn000005NssvIAC,PC008,1071
02iPn000005NsxjIAC,Vykon License - 011,1666
02iPn000005NszKIAS,140,2849
02iPn000005Nt91IAC,Docking Station - 022,1539
02iPn000005NtDsIAK,VETS_ICE_ARENA_JACE + VPN INFO,3140
02iPn000005NtIlIAK,PC152,1794
02iPn000005NtImIAK,60,2550
02iPn000005NtPAIA0,PC173,2030
02iPn000005NtPBIA0,87,2563
02iPn000005NtQkIAK,PC106,1093
02iPn000005NtQlIAK,PC155,1852
02iPn000005NtSOIA0,PC111,2398
02iPn000005NtU2IAK,Taubman Center CCS_TAUB_05,2763
02iPn000005NtVeIAK,JCI TL Bundle - PC193,1574
02iPn000005NtXEIA0,Lawrence Public Schools - Elementary N4 JACE,371
02iPn000005NtXFIA0,ELE AHU 05,1428
02iPn000005NtXGIA0,LAPTOP-06ETNHN6,2041
02iPn000005NtXHIA0,95,2569
02iPn000005NtaTIAS,RTU_6C Room Controller,1305
02iPn000005NtaUIAS,WsccCareerTech Jace,3384
02iPn000005NtdeIAC,Alpena County Annex N4 JACE,680
02iPn000005NtdfIAC,Lansing Schools N4 Server,956
02iPn000005NtdgIAC,PC134,1055
02iPn000005NtheIAC,Alpena Hospital Cancer Center JACE 4,609
02iPn000005NthfIAC,Alpena Hospital Pain Procedure JACE 6,611
02iPn000005NthgIAC,Controller Login,3165
02iPn000005NtjoIAC,MidWestGroup_Creekside,1012
02iPn000005NtkdIAC,Jace_RA_01,3335
02iPn000005NtmRIAS,Fairview,451
02iPn000005NtmSIAS,Wexfourd County Jail N4 JACE,537
02iPn000005NtmTIAS,Jetpack - 7753,2364
02iPn000005NtmUIAS,Ford Campus Arts Centre Building JACE-MechRm,2790
02iPn000005NtsAIAS,GRHV-SW-NC04,884
02iPn000005NtvQIAS,TheCrossroadsLCP02,2826
02iPn000005NtvRIAS,PC214,3145
02iPn000005Nu0EIAS,DESKTOP-IC5JBFJ,3388
02iPn000005Nu3SIAS,LWR-BMS,3440
02iPn000005Nu6gIAC,DIGI - 166.254.40.18 (Muskegon) NOT ACTIVE,659
02iPn000005Nu6hIAC,32,713
02iPn000005Nu6iIAC,47,741
02iPn000005Nu6kIAC,Distech License - 008,1709
02iPn000005Nu6lIAC,PC148,1727
02iPn000005Nu8IIAS,102,2576
02iPn000005Nu9uIAC,Elementary Card Access JACE,2070
02iPn000005NuD9IAK,133,2606
02iPn000005NuEkIAK,Alpena CIty Public Safety N4 JACE,688
02iPn000005NuI0IAK,JACE_10_TAHU_01,346
02iPn000005NuMoIAK,Whirlpool CXC_1,2287
02iPn000005NuQ2IAK,PC016,1072
02iPn000005NuReIAK,Macomb Community College - Niagara Supervisor,300
02iPn000005NuUsIAK,PC121,1048
02iPn000005NuY6IAK,Alpena Hospital Boiler Room JACE 15,619
02iPn000005NuY7IAK,Vykon License - 024,1691
02iPn000005NubKIAS,Western - Bean Elem JACE,1454
02iPn000005NucwIAC,PC169,1994
02iPn000005NuhmIAC,Distech License - 010,1711
02iPn000005NuhnIAC,Taubman Center CCS_TAUB_02,2755
02iPn000005NumcIAC,Rentech JACE RENTECH_2380,2815
02iPn000005NurSIAS,Pied Piper School,442
02iPn000005NurTIAS,112,2586
02iPn000005NuxuIAC,WSCC Admin MBT,3379
02iPn000005Nv18IAC,Madison Elementary JACE,3122
02iPn000005Nv4MIAS,Jetpack - 4997,2362
02iPn000005Nv4NIAS,TheCrossroadsLCP05,2829
02iPn000005Nv9CIAS,Belle Isle Aquarium JACE,3425
02iPn000005NvE2IAK,RTU_9B Room Controller,1298
02iPn000005NvE3IAK,Vykon License - 008,1663
02iPn000005NvE4IAK,Vykon License - 041,1688
02iPn000005NvFeIAK,JACE_05_Cancer_Center,341
02iPn000005NvHGIA0,Ottawa Hills G-Wing Bacnet Router,2027
02iPn000005NvIsIAK,26,709
02iPn000005NvItIAK,RR_JACE_01,2927
02iPn000005NvKUIA0,PC114,1070
02iPn000005NvM6IAK,TRANE CW Automate,1338
02iPn000005NvM7IAK,PC146,1503
02iPn000005NvM8IAK,Jetpack - 8024,2393
02iPn000005NvNhIAK,PC004,163
02iPn000005NvPJIA0,PC014,167
02iPn000005NvPKIA0,2 - State Lottery N4 Jace - STATE_LOTTERY,817
02iPn000005NvQvIAK,PC017,169
02iPn000005NvQwIAK,2 VDV The Shack - Niagara 4 Supervisor,847
02iPn000005NvSXIA0,PC030,174
02iPn000005NvU9IAK,PC034,175
02iPn000005NvVlIAK,PC037,177
02iPn000005NvVnIAK,92,2557
02iPn000005NvXNIA0,PC045,184
02iPn000005NvYzIAK,PC050,186
02iPn000005NvZ0IAK,MclarenAdmin - Pontiac,2904
02iPn000005NvabIAC,PC103,192
02iPn000005NvacIAC,Vykon License - 001,1656
02iPn000005NvcDIAS,PC112,201
02iPn000005NvfRIAS,AHU 14 AVG 24ft Sensor,226
02iPn000005Nvh3IAC,AHU 6,228
02iPn000005Nvh4IAC,PC126,1096
02iPn000005Nvh5IAC,Docking Station - 007,1522
02iPn000005NvifIAC,AHU6,229
02iPn000005NvijIAC,Riverview_JACE,2486
02iPn000005NvikIAC,1.Rockland Flooring Jace,2669
02iPn000005NvkHIAS,AHU 6,230
02iPn000005NvltIAC,High School RTU 9,231
02iPn000005NvluIAC,Beckwith Hills Church - N4 JACE,772
02iPn000005NvlvIAC,BASRT-Router,3380
02iPn000005NvnVIAS,West MI | MFP (Warehouse),232
02iPn000005NvnWIAS,PC102,1085
02iPn000005Nvp7IAC,North MI Branch | MFP (AI-20425),233
02iPn000005Nvp8IAC,Kraft Meadows MS - JACE-01,256
02iPn000005NvqjIAC,Alpena WWTP,234
02iPn000005NvsLIAS,HVS IQ212,236
02iPn000005NvtxIAC,N4 Supervisor,237
02iPn000005NvvZIAS,Davita (Muskegon) -N4 JACE REMOVED,239
02iPn000005NvxBIAS,DIGI Mobile Gateway | Remote Access (Muskegon) NOT ACTIVE,241
02iPn000005NvynIAC,Mercy_VNS,242
02iPn000005Nw0PIAS,Remote Gateway,243
02iPn000005Nw0QIAS,Primary Integration JACE,250
02iPn000005Nw0RIAS,CSIGW4965,2650
02iPn000005Nw21IAC,MAHLE JACE,246
02iPn000005Nw3dIAC,MAHLE JACE,248
02iPn000005Nw3eIAC,79,736
02iPn000005Nw5FIAS,43,251
02iPn000005Nw6rIAC,Water/Tower JACE,252
02iPn000005Nw6sIAC,Ricoh SPC431,644
02iPn000005Nw6tIAC,Biosolids EF Controller,3320
02iPn000005Nw8TIAS,MAHLE JACE,253
02iPn000005Nw8UIAS,Besser Tech Center (BTC),875
02iPn000005NwA5IAK,PC036,254
02iPn000005NwA6IAK,Newkirk Electric Muskegon - JACE,296
02iPn000005NwBhIAK,1 - Magna Exteriors VPN,257
02iPn000005NwBiIAK,West MI | Wide Format,705
02iPn000005NwEvIAK,1 - Columbia Public School N4 Supervisor,302
02iPn000005NwGXIA0,Thermo-Anemometer,309
02iPn000005NwGYIA0,CFM/CMM Thermo-Anemometer,311
02iPn000005NwGaIAK,31T3704 [Security Supervisor],2427
02iPn000005NwGbIAK,88,2564
02iPn000005NwGcIAK,Yale HS JACE,3037
02iPn000005NwI9IAK,Psychrometer + IR thermometer,310
02iPn000005NwIAIA0,PC191,2319
02iPn000005NwJlIAK,Van Probe,312
02iPn000005NwJmIAK,PC120,1095
02iPn000005NwLNIA0,MultiMeter,313
02iPn000005NwLOIA0,PC186,2247
02iPn000005NwLPIA0,VMI Tablet EAST,2378
02iPn000005NwMzIAK,RH and Temp,314
02iPn000005NwObIAK,Infrared Thermometer,316
02iPn000005NwQDIA0,Imaging IR Thermometer,317
02iPn000005NwRpIAK,Pressure,318
02iPn000005NwTRIA0,Alpena - N4 Supervisor,335
02iPn000005NwTSIA0,JCI TL Bundle - PC102,1584
02iPn000005NwV3IAK,JACE_01_Plant_Ops,337
02iPn000005NwWfIAK,JACE_02_D160,338
02iPn000005NwWgIAK,JACE_04_Cancer_Center,340
02iPn000005NwWhIAK,139,2546
02iPn000005NwWiIAK,134,2607
02iPn000005NwWjIAK,North MI | MFP,2946
02iPn000005NwYHIA0,JACE_03_3North,339
02iPn000005NwYIIA0,101,2575
02iPn000005NwYJIA0,2 - Martin Public Schools New JACE 9000,3336
02iPn000005NwZtIAK,JACE_06_Pain_Procedure,342
02iPn000005NwZuIAK,No Longer needed. Delete!,453
02iPn000005NwZvIAK,PC040,1063
02iPn000005NwZwIAK,PC042,1064
02iPn000005NwbVIAS,JACE_07_AHU_2,343
02iPn000005Nwd7IAC,JACE_08_AHU_3,344
02iPn000005Nwd8IAC,Verizon Device - 8899,983
02iPn000005Nwd9IAC,Memphis Elementary,3405
02iPn000005NwejIAC,JACE_09_AHU_29,345
02iPn000005NwekIAC,2 - N4 Supervisor & SET (FENN-HVAC),2139
02iPn000005NwelIAC,CSIGWFE44,2969
02iPn000005NwemIAC,Jace834 - Lower Sanctuary Mech Room,3250
02iPn000005NwgLIAS,JACE_11_AHU4_5,347
02iPn000005NwgMIAS,NorthMI-DemoJACE.csicorp.co,1797
02iPn000005NwhxIAC,JACE_12_AHU_15,348
02iPn000005NwhyIAC,Alro Pittsburgh MUA-1 (South) AX JACE,1142
02iPn000005NwhzIAC,RTU_7C Room Controller,1303
02iPn000005NwjZIAS,JACE_14_AHU_11,350
02iPn000005NwjaIAC,Jetpack - 1864,986
02iPn000005NwlBIAS,JACE_15_Boiler_Rm,351
02iPn000005NwmnIAC,MMMC Clare - AX Supervisor,352
02iPn000005NwmoIAC,CSIMIFI7458,1284
02iPn000005NwoPIAS,MMMC Harrison HP,354
02iPn000005NwoQIAS,Vykon License - 031,1701
02iPn000005NwoRIAS,PC223,3189
02iPn000005Nwq1IAC,Building 200 AX JACE,361
02iPn000005NwrdIAC,Building 100 AX JACE,362
02iPn000005NwreIAC,Alpena - N4.10 Supervisor,1469
02iPn000005NwtFIAS,City of Alpena Public Safety JACE,381
02iPn000005NwurIAC,Jurries Residence N4 JACE,425
02iPn000005NwusIAC,CSIGW8824 | 166.254.40.17,654
02iPn000005NwutIAC,67,730
02iPn000005NwwTIAS,Key Card Access - JACE,437
02iPn000005Nwy5IAC,JACE,438
02iPn000005NwzhIAC,New Airport Terminal,440
02iPn000005NwziIAC,59,726
02iPn000005Nx1JIAS,Fine Arts Bldg,441
02iPn000005Nx1KIAS,28,711
02iPn000005Nx1LIAS,GRHV-NW-CTRL,1363
02iPn000005Nx2vIAC,Les Cheneaux School JACE with graphics,443
02iPn000005Nx4XIAS,Rogers City Medilodge,444
02iPn000005Nx4YIAS,Vykon License - 003,1659
02iPn000005Nx69IAC,ST. Pauls,445
02iPn000005Nx6AIAS,PC177,2081
02iPn000005Nx6BIAS,WHR_RVC_C_02,2136
02iPn000005Nx7lIAC,Thunderbay Therapy N4 JACE,446
02iPn000005Nx7mIAC,122,2595
02iPn000005Nx9NIAS,Bldg 303,447
02iPn000005Nx9OIAS,53,742
02iPn000005Nx9PIAS,CSIGW1695 | 166.152.25.242,2661
02iPn000005NxAzIAK,2 Headlands N4 JACE,448
02iPn000005NxCbIAK,Headlands (old),449
02iPn000005NxEDIA0,3 - St. Peters School N4 JACE,450
02iPn000005NxFpIAK,AX HVAC JACE,452
02iPn000005NxFqIAK,Launch Trampoline,1802
02iPn000005NxFrIAK,CUH_01_02,3207
02iPn000005NxHRIA0,Waste Water Plant,454
02iPn000005NxJ3IAK,Fulton Schools Elementary N4 JACE,459
02iPn000005NxMHIA0,White Cloud Public School HSMS N4 JACE,539
02iPn000005NxMIIA0,Jetpack - 5576,985
02iPn000005NxR8IAK,RTU_8B Room Controller,1294
02iPn000005NxR9IAK,Jetpack - 3110,2358
02iPn000005NxSjIAK,2 Niagara 4 Supervisor - RDP,590
02iPn000005NxSkIAK,MIOSHA Labs | JACE,995
02iPn000005NxSlIAK,PC124,1086
02iPn000005NxSmIAK,Wrestling Barn - Furnace 2,3281
02iPn000005NxULIA0,Alpena Hospital Remote Access,596
02iPn000005NxVxIAK,Alpena Hospital N4 JACE,600
02iPn000005NxXZIA0,Alpena Hospital 3North JACE 3,601
02iPn000005NxZBIA0,Alpena Hospital N4 JACE 02-D160,602
02iPn000005NxZCIA0,LECO_POWDERCOAT,958
02iPn000005NxZDIA0,Jetpack - 0987,2356
02iPn000005NxZEIA0,PC217,3147
02iPn000005NxanIAC,Alpena Hospital Plant Operations JACE 1,608
02iPn000005NxcPIAS,Alpena Hospital Cancer Center JACE 5,610
02iPn000005NxcQIAS,N4 JACE,2110
02iPn000005NxcRIAS,Grace Fellowship IQVision Server,2117
02iPn000005Nxe1IAC,Alpena Hospital AHU 2 JACE 7,612
02iPn000005Nxe2IAC,GPIWHSE,1447
02iPn000005NxfdIAC,Alpena Hospital AHU 3 JACE 8,613
02iPn000005NxhFIAS,Alpena Hospital AHU 29 JACE 9,614
02iPn000005NxhGIAS,VanLare Hall (VLH) - N4 JACE,1137
02iPn000005NxhHIAS,Alliant Healthcare,1207
02iPn000005NxhIIAS,PC158,1887
02iPn000005NxirIAC,Alpena Hospital  TAHU 1 JACE 10,615
02iPn000005NxkTIAS,Alpena Hospital AHU 10 JACE 13 (could not access),617
02iPn000005NxkUIAS,126,2599
02iPn000005Nxm5IAC,Alpena Hospital AHU 11 JACE 14,618
02iPn000005NxnhIAC,Alpena Hospital AHU 4/5 JACE 11,620
02iPn000005NxniIAC,PC107,1097
02iPn000005NxpKIAS,Realvesco 5800 Foremost N4 JACE,1197
02iPn000005NxqvIAC,CSIGW8861 | 166.254.40.11,648
02iPn000005NxsXIAS,CSIGW8820 | 166.254.40.13,650
02iPn000005Nxu9IAC,CSIGW8851,651
02iPn000005NxuAIAS,Vykon License - 013,1668
02iPn000005NxuBIAS,Vykon License - 030,1700
02iPn000005NxuDIAS,Armada_HS_JACE1,3312
02iPn000005NxvlIAC,CSIGW8776 | 166.254.40.20,652
02iPn000005NxvmIAC,LPOE_JACE_01,1341
02iPn000005NxvnIAC,ELE VAV 20.11,1439
02iPn000005NxvoIAC,PC171,1996
02iPn000005NxxNIAS,CSIGW8815 | 166.254.40.16,653
02iPn000005NxxOIAS,65,754
02iPn000005NxxPIAS,Vykon License - 017,1672
02iPn000005NxyzIAC,CSIGW8819 | 166.254.40.15 (Decomissinoned),655
02iPn000005Ny0bIAC,CSIGW2041 | 166.165.8.132,656
02iPn000005Ny2DIAS,CSIGW0780 | 166.159.204.91,657
02iPn000005Ny2EIAS,PC144,1489
02iPn000005Ny2GIAS,Docking Station - 014,1531
02iPn000005Ny3pIAC,CSIGW9849 | 63.43.248.7,658
02iPn000005Ny5RIAS,DIGI - 63.43.208.244,660
02iPn000005Ny73IAC,2 Alpena County N4 Supervisor,678
02iPn000005Ny8fIAC,Alpena County MSU Building N4 JACE,679
02iPn000005Ny8gIAC,Bldg 28,912
02iPn000005NyAHIA0,Alpena County SRE Building N4 JACE,683
02iPn000005NyAIIA0,Jetpack - 3082 ,981
02iPn000005NyBtIAK,Alpena County Courthouse N4 JACE,686
02iPn000005NyBuIAK,35,715
02iPn000005NyDVIA0,Alpena City Hall N4 JACE,689
02iPn000005NyF7IAK,Livonia Outpatient - JACE,706
02iPn000005NyGjIAK,50,707
02iPn000005NyILIA0,51,708
02iPn000005NyJxIAK,27,710
02iPn000005NyJyIAK,CSIGW4995 | 166.152.25.241,2660
02iPn000005NyLZIA0,31,712
02iPn000005NyNBIA0,34,714
02iPn000005NyOnIAK,36,716
02iPn000005NyOoIAK,Kendall Fire Station J9000,3399
02iPn000005NyQPIA0,38,717
02iPn000005NyS1IAK,39,718
02iPn000005NyS3IAK,Distech License - 007,1708
02iPn000005NyS4IAK,N4 JACE with public IP access,1752
02iPn000005NyTdIAK,44,719
02iPn000005NyVFIA0,45,720
02iPn000005NyVGIA0,Distech License - 002,1703
02iPn000005NyWrIAK,49,722
02iPn000005NyYTIA0,52,723
02iPn000005Nya5IAC,55,724
02iPn000005Nya6IAC,Jetpack - 8166,2064
02iPn000005Nya7IAC,Distech Jace,3329
02iPn000005NybhIAC,58,725
02iPn000005NydJIAS,62,727
02iPn000005NydKIAS,Robotics BACnet Router,3068
02iPn000005NyevIAC,64,728
02iPn000005NygXIAS,75,732
02iPn000005Nyi9IAC,77,734
02iPn000005NyjlIAC,80,737
02iPn000005NylNIAS,81,738
02iPn000005NymzIAC,82,739
02iPn000005Nyn1IAC,AVI SM Lab Jace,2503
02iPn000005NyobIAC,37,740
02iPn000005NyqDIAS,56,743
02iPn000005NyrpIAC,61,744
02iPn000005NyrqIAC,Docking Station - 021,1519
02iPn000005NytRIAS,72,745
02iPn000005Nyv3IAC,73,746
02iPn000005Nyv4IAC,PC0123,1059
02iPn000005NywfIAC,74,747
02iPn000005NywgIAC,Docking Station - 020,1538
02iPn000005NyyHIAS,29,748
02iPn000005NyztIAC,33,749
02iPn000005NyzuIAC,GRHV-SW-NC01,887
02iPn000005Nz1VIAS,40,750
02iPn000005Nz37IAC,42,751
02iPn000005Nz4jIAC,46,752
02iPn000005Nz6LIAS,57,753
02iPn000005Nz7xIAC,Trailer 1,756
02iPn000005Nz9ZIAS,Trailer 2,757
02iPn000005NzBBIA0,Trailer 3,758
02iPn000005NzBCIA0,PC110,1065
02iPn000005NzBDIA0,First Presbyterian Church GH,1874
02iPn000005NzCnIAK,Trailer 4,759
02iPn000005NzCoIAK,110,2584
02iPn000005NzEPIA0,Trailer 5,760
02iPn000005NzG1IAK,GRPS RDP - IQVision Niagara Server  (Penguin) - DO NOT USE,765
02iPn000005NzG2IAK,Vention Medical JACE ??,805
02iPn000005NzG3IAK,ELE VAV 20.4,1433
02iPn000005NzHeIAK,LECO SSTC N4,3268
02iPn000005NzJFIA0,Tower Pinkster - Fulton Street JACE,768
02iPn000005NzJGIA0,BACNet - Tmilks,2479
02iPn000005NzKrIAK,2 - Paw Paw Library - AX JACE,770
02iPn000005NzMTIA0,Vention Medical Remote access (not working),804
02iPn000005NzO5IAK,1 - N4 Web Supervisor,849
02iPn000005NzPhIAK,Rogers City WWTP N4 JACE,864
02iPn000005NzPiIAK,128,2601
02iPn000005NzPjIAK,3 - Taubman Center N4 Web Supervisor,2820
02iPn000005NzRKIA0,JCI TL Bundle - PC135,1581
02iPn000005NzSvIAK,GRHV-UPS-NC02,878
02iPn000005NzUXIA0,GRHV-UPS-NC03,879
02iPn000005NzUYIA0,Jetpack - 8488,1963
02iPn000005NzW9IAK,GRHV-UPS-NC04,880
02iPn000005NzXlIAK,GRHV-SW-NC02,886
02iPn000005NzXmIAK,North MI | Wide Format,1169
02iPn000005NzZNIA0,GRHV-SW-CC01,888
02iPn000005NzazIAC,GRHV-GW-CC01,889
02iPn000005Nzb0IAC,GRHV_N3_Bridge,1737
02iPn000005NzcbIAC,Berrien RESA Lighthouse Building Jace,907
02iPn000005NzccIAC,Building 300 N4 JACE - *NEW JACE*,1015
02iPn000005NzeDIAS,Berrien RESA Lighthouse Education Center MAU,908
02iPn000005NzfpIAC,Northern Eye Office Jace,913
02iPn000005NzfrIAC,Alro Roanoke MAU,2407
02iPn000005NzhRIAS,Dr. Currier House JACE,914
02iPn000005Nzj3IAC,Saugatuck_Douglas_Library,936
02iPn000005Nzj4IAC,100,2574
02iPn000005NzkfIAC,HUMC_JACE01,943
02iPn000005NzkgIAC,"Monitor - 067 | 32""",2035
02iPn000005NzmHIAS,HUMC_IO34,944
02iPn000005NzmIIAS,Jetpack - 3558,965
02iPn000005NzmJIAS,Jetpack - 0214,989
02iPn000005NzntIAC,LECO_MANUFACTURING *** Please Delete this Confg ***,959
02iPn000005NzpVIAS,Jetpack - 6253,962
02iPn000005NzpWIAS,Vykon License - 027,1696
02iPn000005NzpXIAS,CSIGW4976 | 166.152.25.245,2653
02iPn000005Nzr7IAC,Jetpack - 2011,963
02iPn000005NzsjIAC,Jetpack - 4003,971
02iPn000005NzuLIAS,Jetpack - 6776,972
02iPn000005NzvxIAC,Jetpack - 4322,973
02iPn000005NzzBIAS,Jetpack - 3890,974
02iPn000005O00nIAC,Jetpack - 9992,975
02iPn000005O02PIAS,Jetpack - 9696,976
02iPn000005O02QIAS,ELE AHU 20.3,1423
02iPn000005O02RIAS,1 - NPS-MAINT - Connect Wise Automate connection to server,2532
02iPn000005O041IAC,Jetpack - 3436,977
02iPn000005O042IAC,PC208,3089
02iPn000005O043IAC,Ubiquiti NVR (Cameras),3307
02iPn000005O05dIAC,Jetpack - 8152,978
02iPn000005O07FIAS,Jetpack - -6734,979
02iPn000005O08rIAC,Jetpack - 0197,980
02iPn000005O08sIAC,Docking Station - 030,1947
02iPn000005O0ATIA0,Jetpack - 8497,982
02iPn000005O0AUIA0,CSIGWEA63,2847
02iPn000005O0C5IAK,Jetpack - 6198,987
02iPn000005O0C6IAK,Vykon License - 002,1657
02iPn000005O0C7IAK,Distech License - 012,3102
02iPn000005O0DhIAK,Jetpack - 9772,988
02iPn000005O0DiIAK,CSWWTP JACE,1923
02iPn000005O0FJIA0,Jetpack - 9791,991
02iPn000005O0FKIA0,PC230,3352
02iPn000005O0GvIAK,Jetpack - 3558,992
02iPn000005O0IXIA0,ECY-S1000,1020
02iPn000005O0IYIA0,5 - Greyhound Central Boiler S1000,2338
02iPn000005O0K9IAK,Manistee Education Center,1028
02iPn000005O0LlIAK,PC113,1046
02iPn000005O0LmIAK,HS_CCU_235,1418
02iPn000005O0LnIAK,VAV_01,2397
02iPn000005O0LoIAK,138,2611
02iPn000005O0NNIA0,PC053,1047
02iPn000005O0OzIAK,PC119,1049
02iPn000005O0P0IAK,PC105,1082
02iPn000005O0QbIAK,PC129,1050
02iPn000005O0SDIA0,PC226,1051
02iPn000005O0TpIAK,PC131,1053
02iPn000005O0VRIA0,PC125,1054
02iPn000005O0VSIA0,Jetpack - 8788,1927
02iPn000005O0X3IAK,PC122,1056
02iPn000005O0YfIAK,PC047,1058
02iPn000005O0aHIAS,PC051,1060
02iPn000005O0btIAC,PC0115,1061
02iPn000005O0dVIAS,PC128,1066
02iPn000005O0f7IAC,PC118,1067
02iPn000005O0gjIAC,PC130,1073
02iPn000005O0iLIAS,PC011,1077
02iPn000005O0iMIAS,PC133,1078
02iPn000005O0iNIAS,PC138,1108
02iPn000005O0jxIAC,PC029,1079
02iPn000005O0lZIAS,PC0038,1080
02iPn000005O0laIAC,Jetpack - 9672,2311
02iPn000005O0lbIAC,130,2603
02iPn000005O0nBIAS,PC132,1081
02iPn000005O0nCIAS,ECY-S1000-9B2E96 (Install/Warehouse),2414
02iPn000005O0onIAC,PC111,1083
02iPn000005O0qPIAS,PC027,1084
02iPn000005O0qQIAS,Vykon License - 023,1694
02iPn000005O0qRIAS,PC179,2086
02iPn000005O0s1IAC,PC026,1088
02iPn000005O0tdIAC,PC043,1089
02iPn000005O0vFIAS,PC224,1090
02iPn000005O0wrIAC,PC108,1091
02iPn000005O0wsIAC,Vykon License - 033,1678
02iPn000005O0yTIAS,PC135,1092
02iPn000005O105IAC,PC139,1098
02iPn000005O11hIAC,PC052,1100
02iPn000005O11iIAC,HEATH_HWS_JACE,1383
02iPn000005O11jIAC,1 Card Access Supervisor,2071
02iPn000005O11kIAC,Rockland Flooring Boiler House,2672
02iPn000005O13JIAS,PC136,1101
02iPn000005O14vIAC,PC137,1104
02iPn000005O16XIAS,PC041,1105
02iPn000005O189IAC,PC046,1106
02iPn000005O19lIAC,PC116,1107
02iPn000005O1BNIA0,PC013,1109
02iPn000005O1BOIA0,Fashion_Square Supervisor,2888
02iPn000005O1CzIAK,PC028,1110
02iPn000005O1EbIAK,PC039,1111
02iPn000005O1EcIAK,PC178,2085
02iPn000005O1GDIA0,Crossroads JACE,1122
02iPn000005O1GEIA0,Taubman Center CCS_TAUB_10,2775
02iPn000005O1HqIAK,Docking Station - 003,1523
02iPn000005O1JRIA0,Alro Pittsburgh MUA-2 (East),1143
02iPn000005O1JSIA0,Alpena County MDOT N4 JACE,2055
02iPn000005O1L3IAK,PC050,1144
02iPn000005O1MgIAK,6_McLarenOakland6,3001
02iPn000005O1OHIA0,CharlotteNC _East,1212
02iPn000005O1OJIA0,Docking Station - 024,1549
02iPn000005O1OKIA0,PC217,3162
02iPn000005O1PtIAK,Network Switch - 003,1228
02iPn000005O1PuIAK,CSIGW4962 | 166.142.116.225,2658
02iPn000005O1RVIA0,Network Switch - 001,1230
02iPn000005O1RWIA0,Remote Configuration,2010
02iPn000005O1T7IAK,BKAUFFMAN,1235
02iPn000005O1WLIA0,Lift Station Peplink Mobile Router,1252
02iPn000005O1XxIAK,PC100,1258
02iPn000005O1cnIAC,Westshore Community College Admin,1272
02iPn000005O1ePIAS,East MI Branch | MFP,1274
02iPn000005O1g1IAC,MCD_JACE_01,1277
02iPn000005O1hdIAC,PC104,1282
02iPn000005O1jFIAS,CSIMIFI4842,1283
02iPn000005O1mTIAS,Alpena County Jail New (M32),1287
02iPn000005O1o5IAC,RTU_8A Room Controller,1295
02iPn000005O1phIAC,RTU_09 Room Controller (Clean Room),1296
02iPn000005O1pkIAC,CSIGWE8A0,3112
02iPn000005O1rJIAS,RTU_9A Room Controller,1297
02iPn000005O1svIAC,RTU_7A Room Controller,1302
02iPn000005O1uXIAS,RTU_6A Room Controller,1304
02iPn000005O1w9IAC,PC014,1307
02iPn000005O1wAIAS,113,2588
02iPn000005O1xlIAC,Mackinac Center JACE,1360
02iPn000005O1xmIAC,120,2558
02iPn000005O1zNIAS,Caledonia Elementary - JACE,1389
02iPn000005O1zOIAS,Docking Station - 028,1553
02iPn000005O1zPIAS,Vykon License - 042,1685
02iPn000005O20zIAC,Kettle Lake Elementary - JACE-01,1400
02iPn000005O22bIAC,PC141,1408
02iPn000005O24DIAS,PC142,1409
02iPn000005O24FIAS,MSCS-VM-SUPV,3373
02iPn000005O25pIAC,Jace,1415
02iPn000005O25rIAC,Vykon License - 043,1686
02iPn000005O25sIAC,Elementary JACE,2463
02iPn000005O27RIAS,CSIMIFI7326,1416
02iPn000005O27SIAS,Vykon License - 006,1662
02iPn000005O27TIAS,High School Card Access JACE,2069
02iPn000005O293IAC,HS_CCU_233,1417
02iPn000005O2AfIAK,HS_MISC_A,1419
02iPn000005O2CHIA0,Alpena Library Jace,1421
02iPn000005O2CIIA0,PC150,1790
02iPn000005O2CJIA0,Science And Math Elementary,2187
